"gene_ID","ES1060192","ES1081720","ES1081721","ES1081722","ES1081723","ES1081714","ES1081725","ES1081726","ES1060191","ES1060193","ES1081719","ES1060195","ES1081724","ES1081708","ES1081709","ES1081715","ES1081716","ES1081710","ES1081711","ES1081717","ES1081712","ES1060211","ES1060213","ES1081713","ES1060215","ES1060197","ES1060217","ES1060199","ES1081741","ES1060219","ES1072184","ES1072185","ES1072186","ES1072187","ES1072192","ES1072193","ES1072194","ES1072195","ES1072196","ES1072197","ES1072198","ES1072199","ES1072200","ES1072201","ES1072202","ES1072203","ES1072204","ES1072205","ES1072206","ES1072207","ES1072188","ES1072189","ES1072190","ES1072191","ES1072183","ES1072181","ES1072182"
"SNORD56",10.0368027978,0,8.2729683809,3.2192281419,3.0286584871,2.5317332916,0,1.8165700463,9.6698257315,6.4065972446,0,9.3882715131,0,0,9.2835944323,6.4742001025,3.8414005967,4.7610436364,9.1003839546,3.4069616711,3.247533099,21.8822160126,6.6864983883,28.8728049567,2.5396187172,1.7198067333,8.6500470367,7.1550449715,10.1111999988,2.5716494613,29.4496562423,11.3950259798,0,0,15.5329367262,17.6381522765,6.7198837633,30.651592644,2.5066972826,0,4.2968328152,11.391297532,8.6893686376,14.2075266647,7.403758908,11.9046974454,9.1510051064,21.3858884803,21.1519467469,8.3421447262,0,4.4647121036,0,0,3.9470880573,40.9986678375,8.4615806457
"SNORD59A",68.4045530823,81.8503067923,72.0439609564,59.4301478967,74.5679948792,62.3305905397,63.6414783393,94.5616584264,68.6591420634,62.6768642759,31.3237101986,62.2098097974,41.9656732176,25.5008244153,19.7731340901,19.4075938834,31.5128725733,33.8057593689,18.9534948348,30.6414806358,3.0735581116,82.8576075088,37.9808269575,27.3321697907,64.9367860581,39.0716462352,40.9419825225,49.1100934631,26.8040889665,51.1015911005,0,23.4320252543,8.6249380648,4.2271774652,3.1940968479,4.5337504091,6.9091762637,10.5050059296,5.1546169473,0,2.2089351797,11.7121791527,8.9341395851,19.4769849113,22.8369464908,21.4200718119,2.3521949745,2.7485384843,8.6991104931,12.8657020777,5.0527587162,2.2952393209,2.5407535685,4.3873220596,18.2622313637,18.7349155063,5.7999566867
"SNORD5",11.7130206297,1.5019700798,1.6092815399,21.9181490514,11.785115905,0,21.7962480095,17.6632944063,16.4599454975,8.3093465053,12.5927972189,4.566523324,9.5806676599,8.7329225585,9.028817272,6.2962667884,9.9608661903,13.892251149,8.8508845804,3.3137942917,15.7946091939,15.9627811886,21.6781673324,9.3609860652,27.1797160843,16.7255180593,12.619863985,17.3974353881,15.7359279147,25.0006746603,61.7385613942,62.1104882741,26.5360594462,60.0259200059,18.1424700962,32.1896279045,61.0464107212,77.5689637845,51.2368924564,29.9632450584,33.4580048547,107.179452779,44.4026737379,99.1053915569,91.2801209364,69.5234330809,73.4825710045,15.6116985906,8.2351579335,28.4189063672,31.0913086338,36.9380514705,33.6734539616,35.3033181728,44.1810723214,137.451830098,326.692226973
"SNORD61",11.7130206297,3.0039401595,14.4811981822,7.8288888643,1.4731394881,2.4634234557,9.340294009,0,11.7577935941,8.3093465053,5.5980919245,11.4125550031,14.3710014899,3.4921825311,9.028817272,6.2962667884,3.7355947343,2.3153751915,0,7.4555077962,3.1593857721,10.6399234556,4.3365252969,9.3609860652,17.2978594368,10.0348564613,6.3087519042,13.9174350361,1.9667041305,15.0004047962,13.5921490349,9.1160207839,2.097159598,0,15.5329367262,0,2.2399612545,0,2.5066972826,8.2091082352,0,5.695648766,8.6893686376,2.3679211108,4.935839272,0,2.2877512766,2.67323606,8.4607786988,8.3421447262,19.6573078823,0,0,4.2671214552,1.9735440287,27.332445225,28.2052688189
"SNORD7",0,0,0,0,0,0,0,1.3304456677,0,0,0,0,3.6046076344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7048571814,0,0,0,0,0,0,0,0,0,0,0,0,1.7820437226,3.7146006892,2.2398013235,0,0,0,0,1.8492055096,0,0,0,10.3967113262,0,0
"SNORD87",69.3810653055,41.8291604661,20.0914946392,12.0298674325,130.1911251899,59.1435097604,49.3468837859,27.1462087196,94.8565006913,97.7663945241,32.2571134675,87.7022698656,21.4740660327,41.9407176021,39.0245816138,17.1351925229,14.3528891322,33.3614807344,76.5138462278,36.6041929204,24.2729902489,97.0972655466,112.4442058085,71.925963167,130.5400903065,86.7514136232,76.7647421194,95.2560273343,71.7950276813,136.8806821539,58.7502757628,54.7261116137,32.230031716,25.6689789499,53.7112601531,59.296682982,21.5154173125,23.5533290844,72.2324611698,68.9943142793,61.9083149038,54.7082052525,8.346367244,20.4700548656,35.5575263343,28.5869379445,39.5540154929,38.5157037597,69.0778050339,20.0321238491,40.1228932268,53.6059183492,7.1207961855,8.1973649008,68.243075096,59.0704490553,78.5665185389
"SNORD88B",5.8770145085,6.7800530247,3.6319779312,0,7.7606345073,3.7079432778,2.3423166317,0,1.769341553,4.691086608,4.2131169993,1.7190145335,12.0176173075,5.2580036415,1.6985144021,1.579962078,7.4971011083,3.4858785171,6.6603646508,1.8696999103,0,0,4.8939192939,0,0,2.5172336335,1.5836784616,3.9291154417,2.9603831136,0,0,12.005893352,1.578274749,1.547059794,2.3379471773,1.6592591703,5.0572321106,3.0756924578,11.3189011318,15.4449716796,12.9347956912,18.5744696871,3.2697108791,0,0,0,3.4434194473,2.0118168287,12.7347803095,6.2781089177,0,0,13.0180878718,0,1.4852444752,1.7141481971,0
"SNORD89",22.5007895204,6.730615138,2.0600672253,6.0160752865,11.3199139614,17.348563626,3.9870641809,10.1807005026,21.0800269877,11.970620681,8.0631145224,27.7719684233,13.2936845465,26.8424538623,46.2505471703,16.1276183348,23.1239791961,7.4138997137,10.2019871238,14.3223671495,34.3890558524,10.2200026877,23.6000618342,53.9439298981,26.9004634038,24.6339027869,22.896072661,16.7122140798,11.3366609156,14.4091905386,5.8024963716,11.6749038109,13.4291798817,5.2654315795,19.893059316,8.4709547117,8.606166925,14.3937011071,11.2361606264,11.8275967336,27.5148066239,25.5304957845,8.346367244,1.5163003604,17.3836795412,11.4347751778,7.3248176839,22.2535177279,24.3804017767,8.0128495396,18.8813615185,12.8654204038,22.1535881327,6.8311374173,22.7476916987,2.9170592126,45.1531715741
"SNORD90",2.6629821519,0,0,1.0685097663,0,0,0,1.2048441536,1.6052007268,0,0,0,1.0886095738,1.1911893803,3.0791639662,0.716020806,2.5479779112,0,1.207323243,2.261426392,0,0,0,6.3860412587,0,4.5641898643,0,0,0,0,0,4.6645059618,0,1.4024747665,0,1.5041882198,0,1.3941222823,5.1305299523,0,0,0,0,3.2309951605,0,2.030474097,1.5608022728,0,0,0,1.6763825647,3.046018538,1.6859205922,0,0,0,0
"SNORD91B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6115595346,0,0,0,0,0,0,7.1818237792,0,0,0,0,0,0,0,0
"SNORD93",0,0,0,0,0,0,1.5355434436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7169028285,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4915740526,0,0,0,0,2.2568357188,0,0,0,0,0,0,0,0,0,0
"SNORD95",2.2631503755,1.7397427727,0,5.4430070144,3.4139038467,2.8540703295,0,0,0,4.8150689402,1.6223991981,5.2896604421,0,8.0941688328,2.6157121793,3.648704826,5.7718177599,0,8.2038777286,0.9592005202,3.6604337359,0,5.0232347012,0,0,3.8758127967,2.4380623708,4.0317703193,4.5576130726,8.6905844683,7.8748165044,2.6407520525,0,2.3819809526,14.3987857906,2.5547323734,10.3820426397,0,2.9045857402,0,0,2.1999066662,2.5171583752,0,0,0,0,3.0975592442,9.8037594446,9.6662946827,0,2.5866982823,8.590166827,0,4.5736099712,23.7531964455,0
"SNORD96B",1.9786546884,0,0,0,1.4949458292,0,0,0,0,0,0,0,0,7.0830142863,0,0,0,2.3474145161,1.7951268535,1.6791302705,0,5.3952578655,4.3967238486,0,0,0,0,0,7.9769703123,2.5345328712,0,4.6213160918,0,0,0,0,4.5421436549,0,5.0830250453,0,17.4260441952,0,0,0,0,3.0175101164,0,2.7103643387,0,0,0,0,2.5054653245,0,8.0038174495,0,0
"SNORD98",8.5092403699,0,1.7540935217,0,0,0,0,7.6989076225,15.3713056061,4.5266202491,1.5246362622,19.8975306697,1.7390650868,5.7093238415,2.4579929848,0,2.7142442665,7.5676884719,1.9283341465,0.9020296283,0,34.7810235986,9.4489430376,0,8.0772520611,0,2.291731425,9.4776115781,0,10.8963703981,2.4682260685,9.9323808541,0,6.7193194037,0,0,4.8811095992,0,13.6558881814,6.7081891922,0,2.0685689548,0,5.1599474952,0,9.7280923154,2.4926245253,0,0,4.5446012314,2.6772079765,2.4322685341,0,2.3246258674,2.1502793148,9.9267089623,0
"SNRPA1",146.2794806125,192.8477790355,207.9710269903,199.7588140577,230.737741108,185.4014332531,164.6218461623,182.4036358494,156.2475835242,158.7985952103,209.1125921906,181.7401216799,212.4527734008,186.7331161921,192.1505078653,117.8411607399,187.7233522618,188.9850241639,194.2606356477,143.4523550629,187.2689961566,225.9202691052,167.8201846252,201.3132782098,213.0856019929,167.059799643,181.3654064081,262.8888761488,172.0648101483,226.1063137226,206.596814864,177.83557448,163.067525906,177.272015882,177.741385503,195.599863613,180.038736597,168.750669379,186.271988628,220.692456521,160.536815078,236.879468509,159.030215532,181.18285893,169.440510759,193.667731434,168.425156307,203.438565203,140.849195533,147.787513889,180.389211675,218.975367616,159.61162668,153.690916058,501.179549304,563.661781564,269.087320048
"SNRPB2",147.0893962621,176.2672535311,201.3820818174,203.1469945986,158.5417915559,153.9148682864,175.8453538285,190.7770701215,149.0809053922,137.8379903231,174.2112240761,140.0684069197,215.4633886744,118.3963324665,133.1077207976,110.5137382398,154.6017987191,135.0457532128,132.5264557402,123.5060660995,151.4487060741,126.6162475234,133.9663028217,167.0656094414,134.346883923,130.1577907002,135.6299053231,154.433997922,152.218768934,134.9532706504,121.396784589,124.206461052,144.440775689,128.014826425,88.3649458135,123.99038708,121.592185882,83.9475583903,101.454881808,117.910092838,138.454637877,181.879017645,64.0550171413,117.946699897,103.743648517,153.801467442,101.4354348,140.700317459,126.576973888,143.096813313,111.934686623,130.195095159,133.497631283,124.433170835,288.05172401,319.587176685,192.792492435
"SNX10",36.9152376651,37.3044167462,13.6753895737,34.9868454233,39.5591256951,16.9365699285,22.3890702968,32.6331341218,24.879404347,28.0655515945,45.83917849,25.4774468408,35.3391576791,18.0996663814,19.3994609216,13.6194017388,18.3000955913,15.5305286138,17.9576117394,22.3453489842,19.7334029097,19.9679565123,12.1779440471,15.6385318896,19.2658004967,12.1885906531,18.4329788148,20.7670817466,13.7164417597,21.1856194285,5.1558500098,17.2713067073,24.4237363062,23.4927315446,11.4330657322,26.8513811542,30.7509904752,14.150225566,12.4420314541,20.2736384475,19.0906215511,40.8197607085,5.7331099709,17.6584869834,5.0193310806,23.9959610447,11.0229395672,12.4919478772,22.5340142458,23.1269707111,7.4366888236,10.3236286668,22.975490976,20.3533909278,30.8206701788,33.6405137056,37.628541549
"SNX12",4.6390738161,5.8454415487,6.5398959532,4.3927623724,9.4058017975,11.7749079563,6.5076732298,12.8439177919,3.364886937,4.7568731516,3.6847316077,3.4630511125,12.8464963813,5.7487835311,8.7885988065,11.6857168075,5.5256571821,4.7717234113,5.7765448336,7.8493517184,4.6114970006,3.5041664075,3.4759089655,10.7193489017,4.7393921911,4.6437053672,5.8390767718,3.087345445,5.5191638668,4.4380837096,9.4683087853,5.0236424339,2.2813806764,5.1198578829,7.9150972478,4.3550673047,11.5423885817,7.6632988354,7.4630767724,8.3427074476,7.9954791013,6.0329205165,9.7636131329,7.5922050988,5.5813696238,5.1120171383,7.2041736279,22.9583802803,12.4738421639,8.9555377208,5.5570438508,4.1539331238,10.9650953026,8.1845062892,15.3673295031,0.065204853,0.5652114654
"SNX14",48.1130904291,45.11324865,37.880011632,32.5187705145,40.608252995,23.8081124795,36.6168051938,38.0153915956,36.0047729932,34.7934908021,47.7781433853,25.9653767303,44.5132906434,33.1116120502,28.3554847192,20.245809857,20.1570964418,36.0826873709,26.1466886576,31.6874962141,31.8536603687,45.4470111019,29.5374226905,15.7947653149,31.4027542623,29.5138827911,27.7792779322,44.0389425077,30.815522829,26.302406501,21.4265127148,34.469953589,35.3458773906,23.9401321941,25.3057427497,25.262978521,22.5862759824,24.9895623362,22.7691669837,33.3922579775,25.8257555666,40.1464131771,25.4797632445,39.1200300178,33.5739900479,28.4596673303,30.5033503547,36.422841318,25.0298036505,31.8044267686,22.9847167686,16.6031481353,20.1810083674,26.0916697313,9.3332186355,23.8209852482,20.1550150101
"SNX3",296.3137916894,442.8292757294,329.8396524019,429.5911551264,344.3923909583,263.5564242062,366.1702805934,440.3100633401,264.1532798981,271.89325439,393.7891057854,263.8374533287,385.3135845012,259.5263786138,271.5730413095,295.077747983,292.0112244473,265.0976436971,182.4453601974,284.2473223711,233.5950558146,251.5006838801,205.3863104489,199.763963409,215.3749470813,224.5926737714,248.857014883,218.3571902285,250.8913214421,212.9246218444,267.033736709,286.597356973,236.331550868,297.567018062,331.496635979,272.864263863,411.920306535,312.505269976,265.733883105,316.108142027,264.925864516,322.43959879,262.026902254,265.899425498,272.329200324,327.375113936,266.593343948,271.258594876,256.926802329,315.719407681,228.994545384,231.642011542,350.313340211,326.500372084,357.121149889,455.772569229,393.513591348
"SNX5",95.6751306534,116.4285772182,114.0534497475,110.5565136996,91.2668063137,85.1716919054,88.6603617907,108.9569875126,80.8441845727,81.0439611948,118.5352320838,79.0871795618,133.9057531564,87.5043279573,77.3794632633,77.1630326124,77.2620318999,81.3756125884,82.7111569553,79.9672557316,91.9910143636,92.6084573386,92.1127023729,92.3057455324,92.8910331619,109.7541126656,91.9383171259,99.0850542703,91.0627614966,84.3872189223,54.0492278751,93.8173254108,102.709484571,106.664372812,56.6438181267,87.6240777728,74.7909456568,109.815884289,53.2542497038,91.4109878709,68.9616345529,104.605262808,39.537415095,84.5485231793,96.530785907,93.8574225495,59.9585801487,81.2077249897,89.3137595457,94.8247733825,59.6012515567,94.2608801057,102.871725854,81.9699330674,96.8512706245,129.641199095,137.95010308
"SNX7",1.0508399252,3.7572793845,0,0.0593616537,0,1.3277724345,5.6318117301,0,5.1583668468,1.039933439,0,0.0875771596,0,1.6795030393,0.6939644557,1.4942110833,1.6302740025,0.0897101089,0,0.0952848199,0,1.0222898693,0.8338614196,0,0.284521599,0.3226057545,0,0.0667256705,0.1514614616,0.0954426604,0,0,0,0,0,3.6482709539,0,0,0,0.8687287708,0,2.0456696675,0,0,2.0893405036,0.3435857592,0,0,0,0,0,0,2.662634736,0,0,0.3506006855,0
"SNX9",7.1252072977,15.8177695392,15.3827695529,8.109715149,13.9560583086,17.6367457461,19.1842640967,20.110197977,12.5881530678,13.3951523748,10.1650176441,14.1649800202,15.8751798637,15.2092441169,15.4564810595,20.1729215114,14.3701635587,14.3685691081,17.2598592522,12.643236879,21.0277768163,24.7840133187,11.6049430181,14.1543143494,20.743732136,12.5884400389,14.8053874655,18.2956655674,13.3676214238,15.8169697798,40.2796864198,23.4894895067,8.7846020969,7.3960508579,33.5311724099,11.7645425794,7.70866666,0.1065507744,30.4545814856,13.9471771641,16.1688795782,33.3285859935,35.2276314605,17.8620182457,15.9139684527,19.8638380231,32.7649559024,17.6560876918,11.985095921,16.4568666974,38.5651809016,12.9593583941,6.2708217837,10.7912453658,201.010158232,86.1449257757,2.4511721712
"SOAT2",0.9636971021,0,0.1705044302,1.5434029957,0,2.4292685378,1.8631557603,2.3631692279,1.2431253749,0.8779973317,0,0.5629960262,0.7882256043,0.9840260098,0.715802498,1.2926962456,0.2202489381,0.162332578,0.7484981227,0.584413562,0.3340319759,1.5001307431,0.0758055836,0,0.1738743105,0.5884147212,0.5924043127,0.6133628939,0.3465254652,0.7052152131,0.3988691428,0.5617808274,0,0,0,3.0279678926,5.9948408296,0,7.41489037,9.3228620659,5.3715592092,12.3685056416,0.2294949025,1.1673976726,0,1.1528548057,0,4.1420329112,2.085604397,2.0563608081,0,0,1.392328053,0,0,0,0
"SOCS1",33.1655332491,67.8829267245,57.3782442812,80.3574139597,64.386856509,89.7505855903,57.1962074555,66.3827261466,52.6505838379,44.0213186659,95.5097329916,31.793011153,34.4154205097,60.8123141617,55.4200984928,167.3280598015,78.9398105753,62.8312515067,60.9983681937,60.1776573609,97.8551312738,34.1757584919,32.1460265966,96.0900662783,46.4297098255,28.5165311981,54.0386021696,48.1502703571,119.620131625,27.1666928149,41.750774674,78.2583396076,29.5861619268,28.8776013186,72.1745058308,70.8118870433,34.9625531327,16.0702401565,34.0094504675,97.4544689194,61.6503635917,64.2821411717,53.0776791921,65.390453043,56.299416696,71.288676499,58.9190022446,85.3764766674,58.6653417751,53.0851282001,47.9409569806,67.54345712,42.8731270335,35.6073037878,314.913356953,235.051161866,99.5627433208
"SOCS3",50.0917451175,151.0798273815,212.4952335837,206.4598315021,165.7306153409,183.6125694265,87.3343119373,98.9507335574,163.4215031632,109.8736487956,111.3356901618,75.5765865626,145.3113098944,127.8715904359,125.4741117846,306.9092414816,278.5868357404,127.9202074205,108.9931673074,158.8884958849,186.3202525584,40.3442497712,113.7997880092,146.9570656617,115.6580300021,114.4591585636,79.01163019,135.3684207722,135.291803162,59.8796646742,114.138754067,181.093387276,91.3852252606,37.5436441881,165.067280045,177.549227798,100.837582763,11.894402471,185.398411674,178.146506373,70.8450918907,117.860764059,65.137687595,104.511584681,77.1635604401,122.775356746,78.1885439963,92.43393231,68.2246990463,69.9409807659,177.995161338,157.955112736,61.6927306683,18.514531186,196.500451663,191.693681922,52.0394431247
"SOCS5",6.7868881023,2.1634960867,6.4511402225,9.3654424384,14.2104656215,3.5862663826,6.5321884372,8.7409349986,5.3394045227,7.2213382844,4.8648699053,5.0044091221,4.2008585213,3.6919472098,5.0178968338,5.0292958412,7.4668708619,5.0750290175,4.9328986445,4.6435468893,3.3148034275,7.6657260171,3.8705439154,4.8367264579,5.8801130464,5.3434417924,5.5652962926,6.6469033272,5.1129717652,5.8723748009,8.442370847,9.4567472149,1.6090819138,3.4442157018,7.0534592555,7.3534864261,3.437297901,7.9993073896,7.5754736196,3.695595433,9.1503552531,3.8052439632,5.3404576338,3.0033285131,5.6033739483,7.5962030728,6.4481020538,6.8230021189,5.8292623725,7.1844082101,5.1557214099,5.5229503864,10.2540279691,4.6437667746,15.0496490267,18.6530356472,10.1580107994
"SOCS7",0.9278147632,0.30133569,1.6933659165,0.4018327326,1.0103604713,1.7120152612,0.1983503142,0.2907442456,1.204504004,1.3106703684,0.2188027613,1.7765652384,0.964390639,1.1837906885,2.394905307,1.6228375754,1.071014444,0.8052550251,1.3109289154,0.7961576062,1.704954877,1.2655543141,1.2886949211,2.2263263104,1.1986789588,1.2086356435,1.1942493317,1.4653983783,1.2598839763,0.9597289742,1.7204569024,1.3137559409,0.4797338012,1.2414485837,1.2223085581,0.867481825,1.2707526495,2.3185277565,0.5963539035,0.5821387546,0.9239429299,2.1888768008,1.967851189,1.4516798888,0.8129472052,0.5718820877,0.8373318786,3.4978580134,1.5096413234,3.5112712447,1.1466557603,0.6332190706,2.1480800727,0.6247177062,3.2324266511,0.1875722457,2.7614860209
"SOD2",53.872205824,79.4843507889,135.5930642049,80.033208005,148.1450127014,107.3723885598,82.7856266421,83.0365565323,115.7530761674,79.1083186624,93.9734582847,89.8416547653,106.1958965982,60.2648109682,96.5387057195,118.1713020696,116.8139907135,82.2791215423,86.1238009383,112.2984538401,65.3473249524,69.1450224347,98.8772359208,85.8459273785,116.5616495249,80.135723785,65.044105398,114.627002745,78.5511268181,136.5439816574,88.3221673064,122.033987524,92.6318348164,42.1872311028,82.5354625502,96.0248336645,99.1236487968,41.3477033391,91.1336276288,119.852980234,89.6827682945,80.1113054042,59.6800524285,96.5084602354,130.221343767,111.751574653,67.6491274676,96.5286715673,123.179404582,79.4242674932,73.8713324312,91.075096252,107.016540307,61.7734945989,327.096855092,165.241954766,112.055163187
"SOHLH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854381989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921858447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784634424,0,0,0
"SOLH",3.9060488927,8.5504002033,4.4821644051,4.1918460061,6.9368393989,7.2387079188,4.9119560954,5.0287124712,2.604528698,4.7315706349,5.9868159791,3.8283729784,2.6786119389,8.4936981902,7.1895688194,7.3145598509,4.7893347518,4.3466683715,3.541622473,8.1839073082,5.5416832669,2.3747243423,1.8349410382,7.0587129509,3.6513605208,2.3173089406,2.8794153846,3.5082304434,3.4813187468,3.4624476253,4.4270943544,5.0499373145,1.6135397413,8.2877271509,4.4935502452,4.0712008311,6.8591730909,6.0058341236,4.5901516218,8.621380587,12.4634418116,6.8070046277,7.220381781,5.5020224292,8.3926955075,7.6480905647,5.9142035532,13.4924039253,11.7173937712,15.853416058,5.482520129,6.3206168819,10.9513762583,5.0231323286,4.5856610092,0.8411755908,8.8539810972
"SORBS1",0.4126468975,0.4637744604,0.4017364657,0.0296808268,0.6396526725,0.1195422128,0.6440813573,0.8164098415,0.316212474,0.3997797649,0.0814691132,0.3528108431,0.0316193652,0.5894291137,0.1965423808,0.212233712,0.5398258287,0.2669943717,0.3065882141,0.2159789251,0.4569743004,0.8195694986,0.0200661839,0.2712385856,0.8324891231,0.1613028772,1.0738803279,0.7211505154,0.1904742623,0.5063763372,0.4363354791,0.1316892184,0.0605907588,0.0791898681,0.149591607,0.4671318034,0.0647165587,0.7675029398,0.1207050802,0.0790586941,0.0827622152,0.1828418469,0.1673677864,0.0912180692,0.7605620409,0.257961287,0.1982918982,0.1544693132,0.8148243338,0.2811897068,0.1893118041,0.5589725312,0,0.0821899383,2.4328226126,3.4658357874,0.9507184938
"SORBS3",12.8484403538,30.0841311119,33.9187032261,32.9320189497,30.8583955934,48.6878355091,31.8474830322,34.2892133445,16.5733957744,15.8419057459,33.4768224772,15.8864967583,32.6311849011,28.7389851945,27.9551206101,37.4753284741,49.4502052078,18.0723150326,26.7260346622,34.5587454535,32.310634669,14.6711628269,9.7365583401,29.7624675174,15.6039021389,13.5744322744,15.6668519043,16.2092051794,20.9498739876,14.6212853395,45.6369962875,48.0909664822,40.9428410818,21.0264416713,33.2261959955,40.6414887799,29.3862720771,9.9507972708,43.4758889039,38.7432151304,24.4590958426,37.7408295023,40.5750902266,38.5943011627,43.0228378333,37.7211742843,39.678512851,39.2313473569,26.0562604428,36.1713159237,35.4047095669,44.6246818799,27.3639855852,29.2713093914,18.91368132,17.8275589527,5.4563406113
"SORCS2",0.0717646778,0.181272251,0.018685417,0,0,0,0,0,0.0844842488,0,0,0,0,0.0419259202,0.0266909406,0.0643132461,0.0302302464,0,0,0,0,0.0637121165,0.0267549119,0,0.0289790518,0.0408936872,0,0.0410619511,0,0.0609772553,0,0,0,0.0991672229,0,0,0.4052135426,0.0246441573,0,0,0.8550363664,0.0915870609,0,0,0,0,0,0,0,0,0,0,0,0.0257310314,0,0,0
"SORD",2.6065956193,7.0366591982,7.497523575,6.3494138033,4.378228709,2.977881907,4.4706823627,8.5432289116,3.1983322751,2.0925181364,6.3452800774,3.8533950241,7.3605365167,6.5552409377,3.9793765993,5.1279094852,1.4424146142,2.9753852784,6.8675759955,2.6086866245,4.2960223567,3.2174618833,3.5494849731,0.7073902312,3.54861661,3.1601732709,2.6481180833,3.4620357484,2.3774859734,3.2105850492,6.5052831993,4.4777969585,5.1242191557,5.2300016568,11.6598863196,8.7749503259,7.6172595454,4.9414851909,10.5449091002,8.1680343672,5.8447601648,0.7651849274,4.2682250709,3.2806084402,8.6411251023,7.2720119574,1.6712109912,2.0874855776,2.9837528744,7.1446525916,5.1992154906,5.6232571353,6.4115013274,4.0845393088,0,0,1.7051632495
"SORT1",0.135840283,0,0,0,0.2495614593,0,0,0,0.1158641126,0.0202420134,0,0.022519841,0,0.365002129,1.6815292581,0,0,0.1388370733,0.3869354702,0,0,0.0521280953,0.0423619438,0,0.1712398513,0.3657713132,0.2926618916,0.1565486884,0.1560512029,0.2969327213,0,0,0,0,0,0.0437775437,1.6678618072,0,0,0,0.0213293075,0.3958216401,0,0,0,0,0.1362756778,0.0530793506,0.2099948473,0,0,0,0,0,0,0,0
"SOS2",8.2349967797,6.2927367135,1.9899969115,4.9475655202,5.3837433267,2.5039824207,3.8934606618,5.0961651362,6.527011677,8.076563351,3.7499068983,9.5333993777,3.0286834823,11.8551704994,4.4646664285,3.8202068154,4.0897204779,4.8998807097,3.0637677394,3.7563393441,2.6049854787,7.674414033,4.5862378075,13.1192679068,7.128846731,5.4229572952,6.2993111981,7.3629210987,3.6213058552,7.5558772833,6.5052831993,3.1939530753,2.0170309704,7.1459428579,2.7317854464,1.6358365395,0.9540809936,1.6284439834,4.5118663869,6.2599665001,4.0145827395,10.3299965197,3.1638591435,8.8495090487,4.8150677483,9.4461186251,7.2296901815,5.6196825813,6.8587566075,8.4245769863,4.794081816,7.5147163536,3.4971825422,9.175556007,27.8755200614,29.6054332509,23.7172706522
"SOSTDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6140914197,0.2644829569,0.081463445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861145744,0,0,0,0,0,0.7415415729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOWAHB",0,0,0,0,0,0,0,0,0,0,0,0.0575507049,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408936872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOWAHD",0.1794116945,1.5867207426,0,0,0,0.5656908282,0.5727643904,0.5675327673,0.323453981,0.3820680031,1.0288385158,0.5229607533,2.0530002128,1.7633548798,0.8298456079,0.0964698691,0.8011015297,0.8501100795,0,0.6458193348,0,0.4894248949,0,0,0.5664087388,0.8451362019,0,0.0795575302,0.1812947798,0.230653096,0.6240420626,1.7787707221,0,0,0,0,0,0,0.230174719,0.4711202053,0,0,2.493411598,0,0,0.4099259026,1.4704917011,0.1227334795,1.5538033837,0.5745061934,3.0459554903,1.127410006,0,0,0,0,0
"SOX21",0,0,0,0,0,0,0,0,0.1375886337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOX5",0.0307562905,0,0,0,0,0,0,0,0.0362075352,0.1922991274,0,0,0,0,0.033970288,0,0,0,0,0.0127046427,0,0.1650723018,0,0,0.0763993183,0.0249905866,0,0,0,0.1166521405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9981230134,0
"SOX7",0.2204200819,0.1365427345,0.5839192815,0.178084961,0.0339209751,0.0555017416,0.1069754504,0.1209496062,0.4803533002,0.5187015937,0,0.2076829786,0.4358955347,0.1578387585,0.1528662962,0.358010403,0.8486062026,0.7881673853,0.6026044208,0.1503382714,0.5729576253,0.1216322224,0,0,0.3925344283,0.1908372069,0.5735229004,0.2771681696,0.1331024966,0.453352637,0.6170565171,0.4655803525,0.0952068723,0.0933238806,0.2115493248,0.0500460633,0.1016897833,0.0927680872,0.625894875,0.1863385887,0,0.4740470521,0.3451700384,0.0537494531,0.2240772804,0.8782305563,0.259648388,0.9101969794,1.4403844333,0,0.1115503324,0.1520167834,0.0560925073,0.1452891167,1.0303421717,0.1034032184,0.8323009984
